unitid,arank,"xstaff01",staff01,"xstaff02",staff02,"xstaff03",staff03,"xstaff04",staff04,"xstaff05",staff05,"xstaff06",staff06,"xstaff07",staff07,"xstaff08",staff08,"xstaff09",staff09,"xstaff10",staff10,"xstaff11",staff11,"xstaff12",staff12,"xstaff13",staff13,"xstaff14",staff14,"xstaff15",staff15,"xstaff16",staff16,"xstaff17",staff17,"xstaff18",staff18,"xstaff19",staff19,"xstaff20",staff20,"xstaff21",staff21,"xstaff22",staff22,"xstaff23",staff23,"xstaff24",staff24
100654,1,"R",5,"Z",0,"R",7,"R",6,"Z",0,"Z",0,"R",6,"R",1,"Z",0,"Z",0,"R",5,"R",5,"Z",0,"Z",0,"R",23,"R",12,"R",5,"R",13,"Z",0,"R",7,"Z",0,"R",10,"Z",0,"R",35
100654,2,"R",6,"Z",0,"R",20,"R",2,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",5,"R",1,"Z",0,"Z",0,"R",33,"R",3,"R",6,"R",22,"Z",0,"R",2,"Z",0,"R",6,"Z",0,"R",36
100654,3,"R",4,"Z",0,"R",13,"R",6,"Z",0,"Z",0,"R",2,"R",1,"Z",0,"Z",0,"R",8,"R",1,"Z",0,"Z",0,"R",27,"R",8,"R",4,"R",19,"Z",0,"R",3,"Z",0,"R",9,"Z",0,"R",35
100654,4,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
100654,7,"R",15,"Z",0,"R",40,"R",15,"Z",0,"Z",0,"R",10,"R",2,"Z",0,"Z",0,"R",18,"R",7,"Z",0,"Z",0,"R",83,"R",24,"R",15,"R",55,"Z",0,"R",12,"Z",0,"R",25,"Z",0,"R",107
100654,8,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2
100654,9,"Z",0,"Z",0,"R",3,"R",1,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",4,"R",4,"Z",0,"R",4,"Z",0,"R",3,"Z",0,"R",1,"Z",0,"R",8
100654,10,"R",1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"R",3,"R",4,"R",1,"R",2,"Z",0,"R",1,"Z",0,"R",3,"Z",0,"R",7
100654,14,"R",1,"Z",0,"R",4,"R",3,"Z",0,"Z",0,"R",3,"R",2,"Z",0,"Z",0,"R",1,"R",3,"Z",0,"Z",0,"R",9,"R",8,"R",1,"R",7,"Z",0,"R",5,"Z",0,"R",4,"Z",0,"R",17
100654,15,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"R",8,"R",3,"Z",0,"R",6,"Z",0,"R",1,"Z",0,"R",4,"Z",0,"R",11
100654,16,"R",1,"Z",0,"R",5,"R",3,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",7,"R",3,"Z",0,"Z",0,"R",20,"R",6,"R",1,"R",8,"Z",0,"R",7,"Z",0,"R",10,"Z",0,"R",26
100654,17,"R",3,"R",1,"R",28,"R",16,"R",1,"Z",0,"R",6,"R",3,"Z",0,"Z",0,"R",20,"R",6,"Z",0,"Z",0,"R",58,"R",26,"R",4,"R",44,"R",1,"R",9,"Z",0,"R",26,"Z",0,"R",84
100654,18,"Z",0,"Z",0,"R",10,"R",14,"Z",0,"Z",0,"R",3,"R",1,"R",1,"Z",0,"R",5,"R",8,"Z",0,"Z",0,"R",19,"R",23,"Z",0,"R",24,"Z",0,"R",4,"R",1,"R",13,"Z",0,"R",42
100654,20,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
100654,21,"R",4,"R",1,"R",49,"R",35,"R",1,"Z",0,"R",16,"R",5,"R",1,"Z",0,"R",34,"R",20,"Z",0,"Z",0,"R",105,"R",61,"R",5,"R",84,"R",1,"R",21,"R",1,"R",54,"Z",0,"R",166
100654,22,"R",20,"R",1,"R",93,"R",53,"R",1,"Z",0,"R",29,"R",9,"R",1,"Z",0,"R",53,"R",30,"Z",0,"Z",0,"R",197,"R",93,"R",21,"R",146,"R",1,"R",38,"R",1,"R",83,"Z",0,"R",290
100706,1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",2,"Z",0,"R",54,"R",8,"Z",0,"Z",0,"R",69,"R",8,"R",1,"Z",0,"Z",0,"R",12,"R",2,"R",62,"Z",0,"R",77
100706,2,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",5,"R",1,"Z",0,"Z",0,"R",37,"R",19,"Z",0,"Z",0,"R",44,"R",20,"Z",0,"R",2,"Z",0,"R",6,"Z",0,"R",56,"Z",0,"R",64
100706,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",2
100706,7,"R",1,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",17,"R",1,"R",2,"R",1,"R",91,"R",28,"Z",0,"Z",0,"R",113,"R",30,"R",1,"R",2,"Z",0,"R",18,"R",3,"R",119,"Z",0,"R",143
100706,8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
100706,9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"R",6
100706,10,"R",5,"Z",0,"R",1,"R",3,"Z",0,"Z",0,"R",3,"Z",0,"R",1,"Z",0,"R",22,"R",25,"Z",0,"Z",0,"R",32,"R",28,"R",5,"R",4,"Z",0,"R",3,"R",1,"R",47,"Z",0,"R",60
100706,14,"R",5,"Z",0,"R",1,"R",3,"Z",0,"Z",0,"R",6,"Z",0,"R",1,"Z",0,"R",26,"R",25,"Z",0,"Z",0,"R",39,"R",28,"R",5,"R",4,"Z",0,"R",6,"R",1,"R",51,"Z",0,"R",67
100706,15,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",3,"Z",0,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"R",6
100706,16,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",3,"Z",0,"Z",0,"R",5,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",8
100706,17,"R",4,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",7,"R",16,"Z",0,"Z",0,"R",14,"R",17,"R",4,"R",2,"Z",0,"R",2,"Z",0,"R",23,"Z",0,"R",31
100706,18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"Z",0,"Z",0,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4
100706,19,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",8,"R",17,"Z",0,"Z",0,"R",9,"R",19,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"R",25,"Z",0,"R",28
100706,21,"R",7,"Z",0,"R",2,"R",1,"Z",0,"Z",0,"R",3,"R",2,"Z",0,"Z",0,"R",25,"R",37,"Z",0,"Z",0,"R",37,"R",40,"R",7,"R",3,"Z",0,"R",5,"Z",0,"R",62,"Z",0,"R",77
100706,22,"R",13,"Z",0,"R",5,"R",4,"Z",0,"Z",0,"R",26,"R",3,"R",3,"R",1,"R",142,"R",90,"Z",0,"Z",0,"R",189,"R",98,"R",13,"R",9,"Z",0,"R",29,"R",4,"R",232,"Z",0,"R",287
100724,1,"Z",0,"Z",0,"R",5,"R",8,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",14,"R",5,"Z",0,"Z",0,"R",26,"R",13,"Z",0,"R",13,"Z",0,"R",7,"Z",0,"R",19,"Z",0,"R",39
100724,2,"Z",0,"Z",0,"R",5,"R",14,"Z",0,"Z",0,"R",5,"R",1,"Z",0,"Z",0,"R",8,"R",6,"Z",0,"Z",0,"R",18,"R",21,"Z",0,"R",19,"Z",0,"R",6,"Z",0,"R",14,"Z",0,"R",39
100724,3,"Z",0,"Z",0,"R",6,"R",13,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",7,"R",14,"Z",0,"R",19,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",21
100724,7,"Z",0,"Z",0,"R",16,"R",35,"Z",0,"Z",0,"R",12,"R",1,"Z",0,"Z",0,"R",23,"R",12,"Z",0,"Z",0,"R",51,"R",48,"Z",0,"R",51,"Z",0,"R",13,"Z",0,"R",35,"Z",0,"R",99
100724,8,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",3
100724,9,"Z",0,"Z",0,"R",5,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"R",6,"R",7,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",13
100724,10,"Z",0,"Z",0,"R",9,"R",15,"Z",0,"R",1,"R",3,"R",2,"Z",0,"Z",0,"R",7,"R",7,"R",1,"Z",0,"R",20,"R",25,"Z",0,"R",24,"R",1,"R",5,"Z",0,"R",14,"R",1,"R",45
100724,11,"Z",0,"Z",0,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",4,"Z",0,"Z",0,"R",2,"R",8,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",10
100724,14,"Z",0,"Z",0,"R",15,"R",25,"Z",0,"R",1,"R",3,"R",2,"Z",0,"Z",0,"R",11,"R",13,"R",1,"Z",0,"R",30,"R",41,"Z",0,"R",40,"R",1,"R",5,"Z",0,"R",24,"R",1,"R",71
100724,15,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
100724,16,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2
100724,17,"Z",0,"Z",0,"R",5,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",6,"R",4,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",10
100724,18,"Z",0,"Z",0,"R",10,"R",20,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",7,"R",7,"Z",0,"Z",0,"R",17,"R",29,"Z",0,"R",30,"Z",0,"R",2,"Z",0,"R",14,"Z",0,"R",46
100724,21,"Z",0,"Z",0,"R",17,"R",24,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",8,"R",8,"Z",0,"Z",0,"R",25,"R",34,"Z",0,"R",41,"Z",0,"R",2,"Z",0,"R",16,"Z",0,"R",59
100724,22,"Z",0,"Z",0,"R",48,"R",84,"Z",0,"R",1,"R",15,"R",5,"Z",0,"Z",0,"R",42,"R",33,"R",1,"Z",0,"R",106,"R",123,"Z",0,"R",132,"R",1,"R",20,"Z",0,"R",75,"R",1,"R",229
100751,1,"R",0,"R",1,"R",4,"R",3,"R",0,"R",0,"R",16,"R",2,"R",2,"R",1,"R",227,"R",45,"R",0,"R",0,"R",249,"R",52,"R",1,"R",7,"R",0,"R",18,"R",3,"R",272,"R",0,"R",301
100751,2,"R",1,"R",0,"R",3,"R",6,"R",0,"R",1,"R",5,"R",0,"R",0,"R",0,"R",131,"R",68,"R",0,"R",0,"R",140,"R",75,"R",1,"R",9,"R",1,"R",5,"R",0,"R",199,"R",0,"R",215
100751,3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",11,"R",0,"R",0,"R",5,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16,"R",0,"R",16
100751,4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1
100751,7,"R",1,"R",1,"R",7,"R",9,"R",0,"R",1,"R",21,"R",2,"R",2,"R",1,"R",364,"R",124,"R",0,"R",0,"R",395,"R",138,"R",2,"R",16,"R",1,"R",23,"R",3,"R",488,"R",0,"R",533
100751,8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2
100751,9,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",14,"R",8,"R",0,"R",0,"R",16,"R",8,"R",1,"R",0,"R",0,"R",1,"R",0,"R",22,"R",0,"R",24
100751,10,"R",5,"R",3,"R",8,"R",13,"R",0,"R",0,"R",5,"R",1,"R",3,"R",1,"R",91,"R",64,"R",0,"R",0,"R",112,"R",82,"R",8,"R",21,"R",0,"R",6,"R",4,"R",155,"R",0,"R",194
100751,11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",2,"R",5,"R",0,"R",0,"R",2,"R",6,"R",0,"R",0,"R",0,"R",1,"R",0,"R",7,"R",0,"R",8
100751,14,"R",6,"R",3,"R",8,"R",13,"R",0,"R",0,"R",6,"R",2,"R",3,"R",1,"R",109,"R",77,"R",0,"R",0,"R",132,"R",96,"R",9,"R",21,"R",0,"R",8,"R",4,"R",186,"R",0,"R",228
100751,15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",0,"R",0,"R",0,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6
100751,16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1
100751,17,"R",3,"R",3,"R",0,"R",1,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",4,"R",8,"R",0,"R",0,"R",7,"R",14,"R",6,"R",1,"R",1,"R",1,"R",0,"R",12,"R",0,"R",21
100751,18,"R",3,"R",1,"R",2,"R",3,"R",0,"R",0,"R",3,"R",1,"R",1,"R",0,"R",34,"R",58,"R",0,"R",0,"R",43,"R",63,"R",4,"R",5,"R",0,"R",4,"R",1,"R",92,"R",0,"R",106
100751,19,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",5,"R",0,"R",0,"R",7,"R",5,"R",1,"R",1,"R",0,"R",0,"R",0,"R",10,"R",0,"R",12
100751,21,"R",7,"R",4,"R",3,"R",4,"R",0,"R",1,"R",3,"R",2,"R",1,"R",0,"R",50,"R",71,"R",0,"R",0,"R",64,"R",82,"R",11,"R",7,"R",1,"R",5,"R",1,"R",121,"R",0,"R",146
100751,22,"R",14,"R",8,"R",18,"R",26,"R",0,"R",2,"R",30,"R",6,"R",6,"R",2,"R",523,"R",272,"R",0,"R",0,"R",591,"R",316,"R",22,"R",44,"R",2,"R",36,"R",8,"R",795,"R",0,"R",907
100760,4,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",12,"Z",0,"Z",0,"R",19,"R",14,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",31,"Z",0,"R",33
100760,7,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",12,"Z",0,"Z",0,"R",19,"R",14,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",31,"Z",0,"R",33
100760,11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",8,"Z",0,"Z",0,"R",4,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",12
100760,14,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",8,"Z",0,"Z",0,"R",4,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",12
100760,22,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",20,"Z",0,"Z",0,"R",23,"R",22,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",43,"Z",0,"R",45
100812,1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16,"R",5,"R",0,"R",0,"R",16,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21,"R",0,"R",21
100812,2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",5,"R",0,"R",0,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10,"R",0,"R",10
100812,3,"R",0,"R",0,"R",2,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8,"R",8,"R",0,"R",0,"R",10,"R",11,"R",0,"R",5,"R",0,"R",0,"R",0,"R",16,"R",0,"R",21
100812,7,"R",0,"R",0,"R",2,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29,"R",18,"R",0,"R",0,"R",31,"R",21,"R",0,"R",5,"R",0,"R",0,"R",0,"R",47,"R",0,"R",52
100812,10,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",9,"R",0,"R",0,"R",4,"R",10,"R",0,"R",1,"R",0,"R",0,"R",0,"R",13,"R",0,"R",14
100812,14,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",9,"R",0,"R",0,"R",4,"R",10,"R",0,"R",1,"R",0,"R",0,"R",0,"R",13,"R",0,"R",14
100812,22,"R",0,"R",0,"R",2,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33,"R",27,"R",0,"R",0,"R",35,"R",31,"R",0,"R",6,"R",0,"R",0,"R",0,"R",60,"R",0,"R",66
100858,1,"Z",0,"Z",0,"R",4,"R",1,"R",3,"Z",0,"R",33,"R",2,"R",3,"Z",0,"R",317,"R",39,"Z",0,"Z",0,"R",360,"R",42,"Z",0,"R",5,"R",3,"R",35,"R",3,"R",356,"Z",0,"R",402
100858,2,"R",2,"Z",0,"R",5,"R",8,"R",2,"R",1,"R",12,"R",4,"R",3,"Z",0,"R",217,"R",87,"Z",0,"Z",0,"R",241,"R",100,"R",2,"R",13,"R",3,"R",16,"R",3,"R",304,"Z",0,"R",341
100858,3,"R",1,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",7,"Z",0,"Z",0,"R",13,"R",8,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"R",18,"Z",0,"R",21
100858,7,"R",3,"Z",0,"R",10,"R",10,"R",5,"R",1,"R",45,"R",6,"R",6,"Z",0,"R",545,"R",133,"Z",0,"Z",0,"R",614,"R",150,"R",3,"R",20,"R",6,"R",51,"R",6,"R",678,"Z",0,"R",764
100858,8,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",5
100858,9,"R",1,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",3,"R",1,"Z",0,"Z",0,"R",9,"R",6,"Z",0,"Z",0,"R",14,"R",8,"R",1,"R",2,"Z",0,"R",4,"Z",0,"R",15,"Z",0,"R",22
100858,10,"R",13,"R",5,"R",9,"R",11,"R",1,"Z",0,"R",12,"R",5,"R",2,"R",5,"R",69,"R",56,"Z",0,"Z",0,"R",106,"R",82,"R",18,"R",20,"R",1,"R",17,"R",7,"R",125,"Z",0,"R",188
100858,14,"R",16,"R",5,"R",10,"R",12,"R",1,"Z",0,"R",15,"R",6,"R",2,"R",5,"R",81,"R",62,"Z",0,"Z",0,"R",125,"R",90,"R",21,"R",22,"R",1,"R",21,"R",7,"R",143,"Z",0,"R",215
100858,15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
100858,16,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"R",4,"Z",0,"Z",0,"R",3,"R",4,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",6,"Z",0,"R",7
100858,17,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",10,"R",19,"Z",0,"Z",0,"R",10,"R",21,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",29,"Z",0,"R",31
100858,18,"R",5,"R",4,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2,"R",31,"R",41,"Z",0,"Z",0,"R",37,"R",50,"R",9,"R",3,"Z",0,"R",1,"R",2,"R",72,"Z",0,"R",87
100858,19,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",12,"R",6,"Z",0,"Z",0,"R",13,"R",8,"R",2,"Z",0,"Z",0,"R",1,"Z",0,"R",18,"Z",0,"R",21
100858,21,"R",5,"R",6,"R",1,"R",3,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"R",2,"R",55,"R",71,"Z",0,"Z",0,"R",63,"R",84,"R",11,"R",4,"Z",0,"R",4,"R",2,"R",126,"Z",0,"R",147
100858,22,"R",24,"R",11,"R",21,"R",25,"R",6,"R",1,"R",62,"R",14,"R",8,"R",7,"R",681,"R",266,"Z",0,"Z",0,"R",802,"R",324,"R",35,"R",46,"R",7,"R",76,"R",15,"R",947,"Z",0,"R",1126
100919,6,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",11,"Z",0,"Z",0,"R",12,"R",12,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",22,"Z",0,"R",24
100919,7,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",11,"Z",0,"Z",0,"R",12,"R",12,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",22,"Z",0,"R",24
100919,13,"Z",0,"Z",0,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",10,"Z",0,"Z",0,"R",13,"R",11,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",21,"Z",0,"R",24
100919,14,"Z",0,"Z",0,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",10,"Z",0,"Z",0,"R",13,"R",11,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",21,"Z",0,"R",24
100919,22,"Z",0,"Z",0,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",21,"Z",0,"Z",0,"R",25,"R",23,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",43,"Z",0,"R",48
100973,6,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",4
100973,7,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",4
100973,13,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3
100973,14,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3
100973,22,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",6,"R",1,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",7
101028,6,"R",0,"R",0,"R",2,"R",3,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",4,"R",7,"R",0,"R",0,"R",6,"R",11,"R",0,"R",5,"R",0,"R",1,"R",0,"R",11,"R",0,"R",17
