UNITID,ARANK,XSTAFF01,STAFF01,XSTAFF02,STAFF02,XSTAFF03,STAFF03,XSTAFF04,STAFF04,XSTAFF05,STAFF05,XSTAFF06,STAFF06,XSTAFF07,STAFF07,XSTAFF08,STAFF08,XSTAFF09,STAFF09,XSTAFF10,STAFF10,XSTAFF11,STAFF11,XSTAFF12,STAFF12,XSTAFF13,STAFF13,XSTAFF14,STAFF14,XSTAFF15,STAFF15,XSTAFF16,STAFF16,XSTAFF17,STAFF17,XSTAFF18,STAFF18,XSTAFF19,STAFF19,XSTAFF20,STAFF20,XSTAFF21,STAFF21,XSTAFF22,STAFF22,XSTAFF23,STAFF23,XSTAFF24,STAFF24 
100654,16,"R",1,"Z",0,"R",7,"R",5,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",7,"R",3,"Z",0,"Z",0,"R",25,"R",8,"R",1,"R",12,"Z",0,"R",10,"Z",0,"R",10,"Z",0,"R",33
100654,17,"R",2,"R",1,"R",36,"R",22,"R",1,"Z",0,"R",11,"R",6,"Z",0,"Z",0,"R",16,"R",8,"Z",0,"Z",0,"R",66,"R",37,"R",3,"R",58,"R",1,"R",17,"Z",0,"R",24,"Z",0,"R",103
100654,18,"Z",0,"Z",0,"R",9,"R",17,"Z",0,"Z",0,"R",3,"Z",0,"R",1,"Z",0,"R",5,"R",8,"Z",0,"Z",0,"R",18,"R",25,"Z",0,"R",26,"Z",0,"R",3,"R",1,"R",13,"Z",0,"R",43
100654,21,"R",3,"R",1,"R",57,"R",44,"R",1,"Z",0,"R",25,"R",7,"R",1,"Z",0,"R",29,"R",21,"Z",0,"Z",0,"R",116,"R",73,"R",4,"R",101,"R",1,"R",32,"R",1,"R",50,"Z",0,"R",189
100654,22,"R",18,"R",2,"R",99,"R",60,"R",1,"Z",0,"R",40,"R",10,"R",1,"Z",0,"R",45,"R",31,"Z",0,"Z",0,"R",204,"R",103,"R",20,"R",159,"R",1,"R",50,"R",1,"R",76,"Z",0,"R",307
100706, 1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12,"R",1,"R",2,"R",0,"R",54,"R",8,"R",0,"R",0,"R",68,"R",9,"R",0,"R",0,"R",0,"R",13,"R",2,"R",62,"R",0,"R",77
100706, 2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",6,"R",0,"R",0,"R",0,"R",42,"R",22,"R",0,"R",0,"R",50,"R",22,"R",0,"R",2,"R",0,"R",6,"R",0,"R",64,"R",0,"R",72
100706, 3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",3,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0,"R",0,"R",0,"R",1,"R",3,"R",0,"R",4
100706, 7,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",18,"R",1,"R",2,"R",1,"R",96,"R",33,"R",0,"R",0,"R",118,"R",35,"R",0,"R",2,"R",0,"R",19,"R",3,"R",129,"R",0,"R",153
100706, 9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0,"R",0,"R",6,"R",2,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",0,"R",8
100706,10,"R",2,"R",0,"R",4,"R",4,"R",0,"R",0,"R",3,"R",1,"R",0,"R",1,"R",17,"R",19,"R",0,"R",0,"R",26,"R",25,"R",2,"R",8,"R",0,"R",4,"R",1,"R",36,"R",0,"R",51
100706,14,"R",2,"R",0,"R",4,"R",4,"R",0,"R",0,"R",7,"R",1,"R",0,"R",1,"R",19,"R",21,"R",0,"R",0,"R",32,"R",27,"R",2,"R",8,"R",0,"R",8,"R",1,"R",40,"R",0,"R",59
100706,15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3
100706,16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",4,"R",2,"R",0,"R",0,"R",5,"R",2,"R",0,"R",0,"R",0,"R",1,"R",0,"R",6,"R",0,"R",7
100706,17,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0,"R",0,"R",4,"R",21,"R",0,"R",0,"R",13,"R",21,"R",6,"R",0,"R",0,"R",3,"R",0,"R",25,"R",0,"R",34
100706,18,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1
100706,19,"R",1,"R",0,"R",1,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",10,"R",14,"R",0,"R",0,"R",12,"R",18,"R",1,"R",3,"R",0,"R",2,"R",0,"R",24,"R",0,"R",30
100706,21,"R",7,"R",0,"R",1,"R",2,"R",0,"R",0,"R",4,"R",2,"R",0,"R",0,"R",21,"R",38,"R",0,"R",0,"R",33,"R",42,"R",7,"R",3,"R",0,"R",6,"R",0,"R",59,"R",0,"R",75
100706,22,"R",9,"R",0,"R",7,"R",6,"R",0,"R",0,"R",29,"R",4,"R",2,"R",2,"R",136,"R",92,"R",0,"R",0,"R",183,"R",104,"R",9,"R",13,"R",0,"R",33,"R",4,"R",228,"R",0,"R",287
100724, 1,"Z",0,"Z",0,"R",6,"R",9,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",15,"R",5,"Z",0,"Z",0,"R",29,"R",14,"Z",0,"R",15,"Z",0,"R",8,"Z",0,"R",20,"Z",0,"R",43
100724, 2,"Z",0,"Z",0,"R",6,"R",13,"Z",0,"R",1,"R",5,"R",3,"Z",0,"Z",0,"R",6,"R",6,"R",1,"Z",0,"R",18,"R",23,"Z",0,"R",19,"R",1,"R",8,"Z",0,"R",12,"R",1,"R",41
100724, 3,"Z",0,"Z",0,"R",5,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"R",6,"R",12,"Z",0,"R",15,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",18
100724, 7,"Z",0,"Z",0,"R",17,"R",32,"Z",0,"R",1,"R",13,"R",3,"Z",0,"Z",0,"R",22,"R",13,"R",1,"Z",0,"R",53,"R",49,"Z",0,"R",49,"R",1,"R",16,"Z",0,"R",35,"R",1,"R",102
100724, 8,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
100724, 9,"Z",0,"Z",0,"R",3,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"R",5,"R",8,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",13
100724,10,"Z",0,"Z",0,"R",7,"R",16,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",6,"R",2,"R",1,"R",1,"R",18,"R",19,"Z",0,"R",23,"Z",0,"R",4,"Z",0,"R",8,"R",2,"R",37
100724,11,"Z",0,"Z",0,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"R",1,"R",7,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",8
100724,14,"Z",0,"Z",0,"R",12,"R",26,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",9,"R",7,"R",1,"R",1,"R",26,"R",34,"Z",0,"R",38,"Z",0,"R",4,"Z",0,"R",16,"R",2,"R",60
100724,15,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
100724,16,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
100724,17,"Z",0,"Z",0,"R",9,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"Z",0,"Z",0,"R",13,"R",4,"Z",0,"R",12,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",17
100724,18,"Z",0,"Z",0,"R",10,"R",22,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",8,"R",7,"Z",0,"Z",0,"R",18,"R",30,"Z",0,"R",32,"Z",0,"R",1,"Z",0,"R",15,"Z",0,"R",48
100724,21,"Z",0,"Z",0,"R",21,"R",27,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",12,"R",8,"Z",0,"Z",0,"R",33,"R",36,"Z",0,"R",48,"Z",0,"R",1,"Z",0,"R",20,"Z",0,"R",69
100724,22,"Z",0,"Z",0,"R",50,"R",85,"Z",0,"R",1,"R",17,"R",4,"Z",0,"Z",0,"R",43,"R",28,"R",2,"R",1,"R",112,"R",119,"Z",0,"R",135,"R",1,"R",21,"Z",0,"R",71,"R",3,"R",231
100751, 1,"R",1,"R",0,"R",5,"R",5,"R",0,"R",0,"R",14,"R",1,"R",2,"R",1,"R",229,"R",56,"R",0,"R",0,"R",251,"R",63,"R",1,"R",10,"R",0,"R",15,"R",3,"R",285,"R",0,"R",314
100751, 2,"R",3,"R",3,"R",4,"R",5,"R",0,"R",0,"R",6,"R",2,"R",0,"R",0,"R",124,"R",68,"R",0,"R",0,"R",137,"R",78,"R",6,"R",9,"R",0,"R",8,"R",0,"R",192,"R",0,"R",215
100751, 3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",6,"R",0,"R",0,"R",5,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11,"R",0,"R",11
100751, 7,"R",4,"R",3,"R",9,"R",10,"R",0,"R",0,"R",20,"R",3,"R",2,"R",1,"R",358,"R",130,"R",0,"R",0,"R",393,"R",147,"R",7,"R",19,"R",0,"R",23,"R",3,"R",488,"R",0,"R",540
100751, 8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5
100751, 9,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",3,"R",0,"R",0,"R",0,"R",11,"R",9,"R",0,"R",0,"R",14,"R",10,"R",0,"R",1,"R",0,"R",3,"R",0,"R",20,"R",0,"R",24
100751,10,"R",7,"R",4,"R",9,"R",9,"R",0,"R",0,"R",6,"R",2,"R",4,"R",2,"R",91,"R",66,"R",0,"R",0,"R",117,"R",83,"R",11,"R",18,"R",0,"R",8,"R",6,"R",157,"R",0,"R",200
100751,14,"R",7,"R",4,"R",9,"R",10,"R",0,"R",0,"R",9,"R",2,"R",4,"R",2,"R",107,"R",75,"R",0,"R",0,"R",136,"R",93,"R",11,"R",19,"R",0,"R",11,"R",6,"R",182,"R",0,"R",229
100751,15,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",2
100751,16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2
100751,17,"R",1,"R",3,"R",0,"R",2,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",3,"R",8,"R",0,"R",0,"R",4,"R",14,"R",4,"R",2,"R",1,"R",0,"R",0,"R",11,"R",0,"R",18
100751,18,"R",1,"R",0,"R",2,"R",5,"R",0,"R",0,"R",2,"R",2,"R",1,"R",1,"R",32,"R",56,"R",0,"R",0,"R",38,"R",64,"R",1,"R",7,"R",0,"R",4,"R",2,"R",88,"R",0,"R",102
100751,19,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",6,"R",5,"R",0,"R",0,"R",8,"R",5,"R",0,"R",1,"R",0,"R",1,"R",0,"R",11,"R",0,"R",13
100751,21,"R",2,"R",3,"R",3,"R",8,"R",0,"R",1,"R",3,"R",2,"R",1,"R",1,"R",42,"R",71,"R",0,"R",0,"R",51,"R",86,"R",5,"R",11,"R",1,"R",5,"R",2,"R",113,"R",0,"R",137
100751,22,"R",13,"R",10,"R",21,"R",28,"R",0,"R",1,"R",32,"R",7,"R",7,"R",4,"R",507,"R",276,"R",0,"R",0,"R",580,"R",326,"R",23,"R",49,"R",1,"R",39,"R",11,"R",783,"R",0,"R",906
100760, 6,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",15,"Z",0,"Z",0,"R",20,"R",17,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",35,"Z",0,"R",37
100760, 7,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",15,"Z",0,"Z",0,"R",20,"R",17,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",35,"Z",0,"R",37
100760,13,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",10,"Z",0,"Z",0,"R",5,"R",10,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",14,"Z",0,"R",15
100760,14,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",10,"Z",0,"Z",0,"R",5,"R",10,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",14,"Z",0,"R",15
100760,22,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",25,"Z",0,"Z",0,"R",25,"R",27,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",49,"Z",0,"R",52
100812, 1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17,"R",4,"R",0,"R",0,"R",17,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21,"R",0,"R",21
100812, 2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",8,"R",0,"R",0,"R",5,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13,"R",0,"R",13
100812, 3,"R",0,"R",0,"R",2,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",8,"R",0,"R",0,"R",8,"R",12,"R",0,"R",6,"R",0,"R",0,"R",0,"R",14,"R",0,"R",20
100812, 7,"R",0,"R",0,"R",2,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28,"R",20,"R",0,"R",0,"R",30,"R",24,"R",0,"R",6,"R",0,"R",0,"R",0,"R",48,"R",0,"R",54
100812,10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",1,"R",0,"R",0,"R",3,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4
100812,14,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",1,"R",0,"R",0,"R",3,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4
100812,16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",5,"R",0,"R",0,"R",1,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6
100812,21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",5,"R",0,"R",0,"R",1,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6
100812,22,"R",0,"R",0,"R",2,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32,"R",26,"R",0,"R",0,"R",34,"R",30,"R",0,"R",6,"R",0,"R",0,"R",0,"R",58,"R",0,"R",64
100830, 1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",34,"R",11,"Z",0,"Z",0,"R",38,"R",11,"Z",0,"R",2,"Z",0,"R",1,"R",1,"R",45,"Z",0,"R",49
100830, 2,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",33,"R",24,"Z",0,"Z",0,"R",36,"R",24,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"R",57,"Z",0,"R",60
100830, 3,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",8,"Z",0,"Z",0,"R",7,"R",10,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",15,"Z",0,"R",17
100830, 7,"Z",0,"Z",0,"R",2,"R",2,"R",1,"Z",0,"R",3,"Z",0,"R",1,"Z",0,"R",74,"R",43,"Z",0,"Z",0,"R",81,"R",45,"Z",0,"R",4,"R",1,"R",3,"R",1,"R",117,"Z",0,"R",126
100830, 9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
100830,10,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"R",1,"R",1,"R",1,"R",1,"R",22,"R",15,"Z",0,"Z",0,"R",25,"R",19,"Z",0,"R",3,"Z",0,"R",2,"R",2,"R",37,"Z",0,"R",44
100830,11,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",5
100830,14,"Z",0,"Z",0,"R",1,"R",4,"Z",0,"Z",0,"R",1,"R",1,"R",1,"R",1,"R",23,"R",18,"Z",0,"Z",0,"R",26,"R",24,"Z",0,"R",5,"Z",0,"R",2,"R",2,"R",41,"Z",0,"R",50
100830,17,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
100830,18,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3,"R",3,"Z",0,"Z",0,"R",5,"R",4,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",6,"Z",0,"R",9
100830,21,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",4,"R",3,"Z",0,"Z",0,"R",6,"R",4,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",7,"Z",0,"R",10
100830,22,"Z",0,"Z",0,"R",3,"R",7,"R",2,"Z",0,"R",4,"R",1,"R",3,"R",1,"R",101,"R",64,"Z",0,"Z",0,"R",113,"R",73,"Z",0,"R",10,"R",2,"R",5,"R",4,"R",165,"Z",0,"R",186
100858, 1,"Z",0,"Z",0,"R",4,"Z",0,"R",3,"R",1,"R",41,"R",4,"R",2,"Z",0,"R",368,"R",58,"Z",0,"Z",0,"R",418,"R",63,"Z",0,"R",4,"R",4,"R",45,"R",2,"R",426,"Z",0,"R",481
100858, 2,"R",1,"R",1,"R",7,"R",8,"R",2,"R",1,"R",10,"R",4,"R",4,"R",1,"R",202,"R",90,"Z",0,"Z",0,"R",226,"R",105,"R",2,"R",15,"R",3,"R",14,"R",5,"R",292,"Z",0,"R",331
100858, 3,"R",1,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",6,"Z",0,"Z",0,"R",15,"R",8,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"R",19,"Z",0,"R",23
100858, 4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
100858, 7,"R",2,"R",1,"R",12,"R",10,"R",5,"R",2,"R",51,"R",8,"R",6,"R",1,"R",583,"R",155,"Z",0,"Z",0,"R",659,"R",177,"R",3,"R",22,"R",7,"R",59,"R",7,"R",738,"Z",0,"R",836
100858, 8,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",5,"R",1,"Z",0,"Z",0,"R",8,"R",1,"R",2,"Z",0,"Z",0,"R",1,"Z",0,"R",6,"Z",0,"R",9
100858, 9,"R",2,"R",1,"R",1,"R",1,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",12,"R",7,"Z",0,"Z",0,"R",19,"R",9,"R",3,"R",2,"Z",0,"R",4,"Z",0,"R",19,"Z",0,"R",28
100858,10,"R",21,"R",9,"R",14,"R",7,"R",1,"Z",0,"R",12,"R",2,"R",5,"R",6,"R",73,"R",55,"Z",0,"Z",0,"R",126,"R",79,"R",30,"R",21,"R",1,"R",14,"R",11,"R",128,"Z",0,"R",205
100858,14,"R",25,"R",10,"R",15,"R",8,"R",1,"Z",0,"R",17,"R",2,"R",5,"R",6,"R",90,"R",63,"Z",0,"Z",0,"R",153,"R",89,"R",35,"R",23,"R",1,"R",19,"R",11,"R",153,"Z",0,"R",242
100858,15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
100858,16,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"R",6,"Z",0,"Z",0,"R",3,"R",6,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",8,"Z",0,"R",9
100858,17,"R",1,"R",1,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",9,"R",18,"Z",0,"Z",0,"R",10,"R",23,"R",2,"R",3,"Z",0,"R",1,"Z",0,"R",27,"Z",0,"R",33
100858,18,"R",3,"R",2,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2,"R",25,"R",32,"Z",0,"Z",0,"R",29,"R",40,"R",5,"R",4,"Z",0,"R",1,"R",2,"R",57,"Z",0,"R",69
100858,19,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",9,"Z",0,"Z",0,"R",14,"R",11,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"Z",0,"R",25
100858,21,"R",7,"R",5,"R",1,"R",6,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"R",2,"R",47,"R",66,"Z",0,"Z",0,"R",56,"R",81,"R",12,"R",7,"Z",0,"R",3,"R",2,"R",113,"Z",0,"R",137
