unitid,arank,"xstaff01",staff01,"xstaff02",staff02,"xstaff03",staff03,"xstaff04",staff04,"xstaff05",staff05,"xstaff06",staff06,"xstaff07",staff07,"xstaff08",staff08,"xstaff09",staff09,"xstaff10",staff10,"xstaff11",staff11,"xstaff12",staff12,"xstaff13",staff13,"xstaff14",staff14,"xstaff15",staff15,"xstaff16",staff16,stat_s
100654,1,"R",5,"R",0,"R",7,"R",6,"R",0,"R",0,"R",7,"R",2,"R",0,"R",0,"R",6,"R",6,"R",0,"R",0,"R",25,"R",14,1
100654,2,"R",5,"R",0,"R",20,"R",3,"R",0,"R",0,"R",3,"R",1,"R",0,"R",0,"R",7,"R",3,"R",0,"R",0,"R",35,"R",7,1
100654,3,"R",4,"R",0,"R",13,"R",7,"R",0,"R",0,"R",2,"R",1,"R",0,"R",0,"R",8,"R",1,"R",0,"R",0,"R",27,"R",9,1
100654,4,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,1
100654,7,"R",14,"R",0,"R",41,"R",17,"R",0,"R",0,"R",12,"R",4,"R",0,"R",0,"R",21,"R",10,"R",0,"R",0,"R",88,"R",31,1
100654,8,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,1
100654,9,"R",0,"R",0,"R",5,"R",2,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",6,"R",5,1
100654,10,"R",1,"R",0,"R",1,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0,"R",3,"R",4,1
100654,11,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",4,"R",2,1
100654,14,"R",1,"R",0,"R",8,"R",6,"R",0,"R",0,"R",3,"R",1,"R",0,"R",0,"R",3,"R",4,"R",0,"R",0,"R",15,"R",11,1
100654,15,"R",0,"R",0,"R",5,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",6,"R",2,1
100654,16,"R",2,"R",0,"R",4,"R",1,"R",0,"R",0,"R",6,"R",0,"R",0,"R",0,"R",6,"R",4,"R",0,"R",0,"R",18,"R",5,1
100654,17,"R",2,"R",1,"R",25,"R",15,"R",1,"R",0,"R",9,"R",3,"R",0,"R",0,"R",17,"R",4,"R",0,"R",0,"R",54,"R",23,1
100654,18,"R",1,"R",0,"R",10,"R",13,"R",0,"R",0,"R",2,"R",2,"R",0,"R",0,"R",3,"R",6,"R",0,"R",0,"R",16,"R",21,1
100654,20,"R",2,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",1,1
100654,21,"R",7,"R",1,"R",45,"R",31,"R",1,"R",0,"R",17,"R",5,"R",0,"R",0,"R",27,"R",15,"R",0,"R",0,"R",97,"R",52,1
100654,22,"R",22,"R",1,"R",94,"R",54,"R",1,"R",0,"R",32,"R",10,"R",0,"R",0,"R",51,"R",29,"R",0,"R",0,"R",200,"R",94,1
100663,1,"R",45,"R",7,"R",7,"R",2,"R",1,"R",0,"R",17,"R",3,"R",6,"R",1,"R",347,"R",63,"R",0,"R",0,"R",423,"R",76,1
100663,2,"R",29,"R",6,"R",6,"R",6,"R",0,"R",0,"R",3,"R",4,"R",3,"R",0,"R",162,"R",80,"R",0,"R",0,"R",203,"R",96,1
100663,3,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",2,"R",8,"R",0,"R",0,"R",2,"R",11,1
100663,4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,1
100663,5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",1,"R",0,"R",0,"R",3,"R",1,1
100663,7,"R",74,"R",14,"R",13,"R",9,"R",1,"R",0,"R",20,"R",8,"R",9,"R",1,"R",514,"R",153,"R",0,"R",0,"R",631,"R",185,1
100663,8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",4,"R",2,"R",0,"R",0,"R",5,"R",2,1
100663,9,"R",8,"R",3,"R",0,"R",0,"R",1,"R",1,"R",3,"R",0,"R",0,"R",1,"R",39,"R",6,"R",0,"R",0,"R",51,"R",11,1
100663,10,"R",57,"R",23,"R",14,"R",11,"R",0,"R",0,"R",5,"R",4,"R",5,"R",3,"R",139,"R",77,"R",0,"R",0,"R",220,"R",118,1
100663,11,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",2,"R",0,"R",0,"R",0,"R",3,"R",1,1
100663,14,"R",65,"R",26,"R",14,"R",12,"R",1,"R",1,"R",9,"R",4,"R",6,"R",4,"R",184,"R",85,"R",0,"R",0,"R",279,"R",132,1
100663,15,"R",3,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0,"R",18,"R",5,"R",0,"R",0,"R",23,"R",7,1
100663,16,"R",14,"R",2,"R",1,"R",1,"R",0,"R",0,"R",1,"R",4,"R",0,"R",0,"R",61,"R",36,"R",0,"R",0,"R",77,"R",43,1
100663,17,"R",52,"R",16,"R",5,"R",12,"R",1,"R",0,"R",5,"R",0,"R",2,"R",2,"R",99,"R",93,"R",0,"R",0,"R",164,"R",123,1
100663,18,"R",25,"R",7,"R",5,"R",2,"R",0,"R",0,"R",1,"R",2,"R",0,"R",1,"R",45,"R",39,"R",0,"R",0,"R",76,"R",51,1
100663,19,"R",5,"R",2,"R",2,"R",3,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",12,"R",12,"R",0,"R",0,"R",21,"R",17,1
100663,20,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,1
100663,21,"R",99,"R",28,"R",14,"R",18,"R",1,"R",0,"R",10,"R",8,"R",2,"R",3,"R",235,"R",185,"R",0,"R",0,"R",361,"R",242,1
100663,22,"R",238,"R",68,"R",41,"R",39,"R",3,"R",1,"R",39,"R",20,"R",17,"R",8,"R",933,"R",423,"R",0,"R",0,"R",1271,"R",559,1
100690,16,"C",0,"C",0,"C",0,"C",0,"C",0,"C",0,"C",0,"C",0,"C",0,"C",0,"R",8,"C",0,"C",0,"C",0,"R",8,"R",0,1
100690,18,"C",0,"C",0,"C",0,"C",0,"C",0,"C",0,"C",0,"C",0,"C",0,"C",0,"R",1,"C",1,"C",0,"C",0,"R",1,"R",1,1
100690,21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9,"R",1,"R",0,"R",0,"R",9,"R",1,1
100690,22,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9,"R",1,"R",0,"R",0,"R",9,"R",1,1
100706,1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",1,"Z",0,"R",39,"R",5,"Z",0,"Z",0,"R",52,"R",5,1
100706,2,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",5,"R",1,"Z",0,"Z",0,"R",33,"R",19,"Z",0,"Z",0,"R",40,"R",20,1
100706,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,1
100706,6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,1
100706,7,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",17,"R",1,"R",1,"Z",0,"R",74,"R",25,"Z",0,"Z",0,"R",94,"R",26,1
100706,9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",6,"R",1,"Z",0,"Z",0,"R",10,"R",1,1
100706,10,"R",2,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",5,"Z",0,"R",1,"R",1,"R",26,"R",24,"Z",0,"Z",0,"R",35,"R",26,1
100706,14,"R",2,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",9,"Z",0,"R",1,"R",1,"R",32,"R",25,"Z",0,"Z",0,"R",45,"R",27,1
100706,15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,1
100706,16,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",3,"Z",0,"Z",0,"R",7,"R",3,1
100706,17,"R",2,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",5,"R",16,"Z",0,"Z",0,"R",10,"R",17,1
100706,18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"R",2,"R",2,1
100706,19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"R",8,"R",16,"Z",0,"Z",0,"R",9,"R",18,1
100706,21,"R",3,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",4,"R",2,"Z",0,"Z",0,"R",24,"R",37,"Z",0,"Z",0,"R",32,"R",40,1
100706,22,"R",5,"Z",0,"R",4,"R",2,"Z",0,"Z",0,"R",30,"R",3,"R",2,"R",1,"R",130,"R",87,"Z",0,"Z",0,"R",171,"R",93,1
100724,1,"Z",0,"Z",0,"R",5,"R",8,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",9,"R",5,"Z",0,"Z",0,"R",21,"R",13,1
100724,2,"Z",0,"Z",0,"R",7,"R",10,"Z",0,"Z",0,"R",5,"R",1,"Z",0,"Z",0,"R",11,"R",5,"R",1,"Z",0,"R",24,"R",16,1
100724,3,"Z",0,"Z",0,"R",5,"R",12,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"R",6,"R",14,1
100724,7,"Z",0,"Z",0,"R",17,"R",30,"Z",0,"Z",0,"R",12,"R",1,"Z",0,"Z",0,"R",21,"R",12,"R",1,"Z",0,"R",51,"R",43,1
100724,8,"Z",0,"Z",0,"R",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",3,"R",1,1
100724,9,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"R",2,1
100724,10,"Z",0,"Z",0,"R",6,"R",15,"Z",0,"R",1,"R",1,"R",2,"Z",0,"Z",0,"R",4,"R",2,"Z",0,"Z",0,"R",11,"R",20,1
100724,11,"Z",0,"Z",0,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",6,"R",0,"Z",0,"R",3,"R",9,1
100724,12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",4,1
100724,14,"Z",0,"Z",0,"R",9,"R",21,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",0,"R",10,"R",12,"R",0,"Z",0,"R",20,"R",36,1
100724,15,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,1
100724,16,"Z",0,"Z",0,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",2,1
100724,17,"Z",0,"Z",0,"R",6,"R",4,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",4,"R",3,"Z",0,"Z",0,"R",10,"R",7,1
100724,18,"Z",0,"Z",0,"R",9,"R",21,"Z",0,"R",0,"Z",0,"R",2,"Z",0,"Z",0,"R",6,"R",6,"Z",0,"Z",0,"R",15,"R",29,1
100724,21,"Z",0,"Z",0,"R",20,"R",27,"Z",0,"R",0,"Z",0,"R",2,"Z",0,"Z",0,"R",10,"R",9,"Z",0,"Z",0,"R",30,"R",38,1
100724,22,"Z",0,"Z",0,"R",46,"R",78,"Z",0,"R",1,"R",13,"R",5,"Z",0,"R",0,"R",41,"R",33,"R",1,"Z",0,"R",101,"R",117,1
100751,1,"R",0,"R",0,"R",4,"R",3,"R",1,"R",0,"R",14,"R",2,"R",2,"R",1,"R",230,"R",43,"R",0,"R",0,"R",251,"R",49,1
100751,2,"R",0,"R",0,"R",2,"R",5,"R",0,"R",1,"R",8,"R",0,"R",0,"R",0,"R",134,"R",65,"R",0,"R",0,"R",144,"R",71,1
100751,3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",13,"R",0,"R",0,"R",5,"R",13,1
100751,4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,1
100751,7,"R",0,"R",0,"R",6,"R",8,"R",1,"R",1,"R",22,"R",2,"R",2,"R",1,"R",370,"R",121,"R",0,"R",0,"R",401,"R",133,1
100751,8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,1
100751,9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",15,"R",3,"R",0,"R",0,"R",17,"R",3,1
100751,10,"R",6,"R",3,"R",8,"R",12,"R",0,"R",0,"R",6,"R",0,"R",1,"R",2,"R",85,"R",55,"R",0,"R",0,"R",106,"R",72,1
100751,11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",3,"R",0,"R",0,"R",2,"R",3,1
100751,14,"R",6,"R",3,"R",8,"R",12,"R",0,"R",0,"R",7,"R",0,"R",2,"R",2,"R",106,"R",61,"R",0,"R",0,"R",129,"R",78,1
100751,15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",0,"R",0,"R",2,"R",1,1
100751,16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0,"R",1,"R",2,1
100751,17,"R",5,"R",2,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",5,"R",8,"R",0,"R",0,"R",10,"R",12,1
100751,18,"R",2,"R",2,"R",1,"R",2,"R",0,"R",0,"R",3,"R",1,"R",2,"R",0,"R",37,"R",58,"R",0,"R",0,"R",45,"R",63,1
100751,19,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",5,"R",0,"R",0,"R",7,"R",5,1
100751,21,"R",9,"R",4,"R",1,"R",3,"R",0,"R",1,"R",3,"R",1,"R",2,"R",0,"R",50,"R",74,"R",0,"R",0,"R",65,"R",83,1
100751,22,"R",15,"R",7,"R",15,"R",23,"R",1,"R",2,"R",32,"R",3,"R",6,"R",3,"R",526,"R",256,"R",0,"R",0,"R",595,"R",294,1
100760,6,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",11,"Z",0,"Z",0,"R",20,"R",13,1
100760,7,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",11,"Z",0,"Z",0,"R",20,"R",13,1
100760,13,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",7,"Z",0,"Z",0,"R",7,"R",8,1
100760,14,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",7,"Z",0,"Z",0,"R",7,"R",8,1
100760,22,"Z",0,"Z",0,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",18,"Z",0,"Z",0,"R",27,"R",21,1
100812,1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16,"R",4,"R",0,"R",0,"R",16,"R",4,1
100812,2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",6,"R",0,"R",0,"R",5,"R",6,1
100812,3,"R",0,"R",0,"R",2,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9,"R",8,"R",0,"R",0,"R",11,"R",11,1
100812,7,"R",0,"R",0,"R",2,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30,"R",18,"R",0,"R",0,"R",32,"R",21,1
100812,10,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",10,"R",0,"R",0,"R",3,"R",11,1
100812,14,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",10,"R",0,"R",0,"R",3,"R",11,1
100812,22,"R",0,"R",0,"R",2,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33,"R",28,"R",0,"R",0,"R",35,"R",32,1
100830,1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",1,"Z",0,"R",32,"R",12,"Z",0,"Z",0,"R",37,"R",12,1
100830,2,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",37,"R",19,"Z",0,"Z",0,"R",40,"R",19,1
100830,3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",10,"Z",0,"Z",0,"R",6,"R",11,1
100830,7,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"R",4,"Z",0,"R",1,"Z",0,"R",75,"R",41,"Z",0,"Z",0,"R",83,"R",42,1
100830,9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",1,"R",1,1
100830,10,"R",3,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",15,"Z",0,"Z",0,"R",14,"R",16,1
100830,11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"R",1,"R",2,1
100830,14,"R",3,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",18,"Z",0,"Z",0,"R",16,"R",19,1
100830,17,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,1
100830,18,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",11,"Z",0,"Z",0,"R",5,"R",12,1
100830,21,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",11,"Z",0,"Z",0,"R",7,"R",12,1
100830,22,"R",4,"Z",0,"R",2,"R",3,"R",1,"Z",0,"R",4,"Z",0,"R",1,"Z",0,"R",94,"R",70,"Z",0,"Z",0,"R",106,"R",73,1
100858,1,"Z",0,"Z",0,"R",3,"R",1,"R",3,"Z",0,"R",32,"Z",0,"R",3,"Z",0,"R",321,"R",34,"Z",0,"Z",0,"R",362,"R",35,1
100858,2,"Z",0,"Z",0,"R",4,"R",7,"R",2,"R",1,"R",12,"R",6,"R",4,"Z",0,"R",230,"R",92,"Z",0,"Z",0,"R",252,"R",106,1
100858,3,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",11,"R",7,"Z",0,"Z",0,"R",13,"R",9,1
100858,7,"Z",0,"Z",0,"R",8,"R",10,"R",5,"R",1,"R",44,"R",6,"R",8,"Z",0,"R",562,"R",133,"Z",0,"Z",0,"R",627,"R",150,1
100858,8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,1
100858,9,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",10,"R",3,"Z",0,"Z",0,"R",11,"R",5,1
100858,10,"Z",0,"Z",0,"R",10,"R",10,"R",1,"Z",0,"R",19,"R",6,"R",2,"R",2,"R",76,"R",52,"Z",0,"Z",0,"R",108,"R",70,1
100858,14,"Z",0,"Z",0,"R",10,"R",11,"R",1,"Z",0,"R",20,"R",7,"R",2,"R",2,"R",90,"R",55,"Z",0,"Z",0,"R",123,"R",75,1
100858,15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,1
100858,16,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"R",5,"Z",0,"Z",0,"R",2,"R",5,1
100858,17,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",10,"Z",0,"Z",0,"R",8,"R",10,1
100858,18,"Z",0,"Z",0,"R",2,"R",4,"Z",0,"Z",0,"R",2,"R",1,"Z",0,"R",3,"R",33,"R",43,"Z",0,"Z",0,"R",37,"R",51,1
100858,19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",11,"R",13,"Z",0,"Z",0,"R",12,"R",14,1
100858,21,"Z",0,"Z",0,"R",2,"R",4,"Z",0,"Z",0,"R",4,"R",2,"Z",0,"R",3,"R",53,"R",72,"Z",0,"Z",0,"R",59,"R",81,1
100858,22,"Z",0,"Z",0,"R",20,"R",25,"R",6,"R",1,"R",68,"R",15,"R",10,"R",5,"R",705,"R",260,"Z",0,"Z",0,"R",809,"R",306,1
100919,6,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",12,"Z",0,"Z",0,"R",14,"R",13,1
100919,7,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",12,"Z",0,"Z",0,"R",14,"R",13,1
100919,13,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",8,"Z",0,"Z",0,"R",10,"R",8,1
100919,14,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",8,"Z",0,"Z",0,"R",10,"R",8,1
100919,22,"Z",0,"Z",0,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",20,"Z",0,"Z",0,"R",24,"R",21,1
100937,1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",29,"R",10,"Z",0,"Z",0,"R",30,"R",10,1
100937,2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",10,"Z",0,"Z",0,"R",13,"R",10,1
100937,7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",42,"R",20,"Z",0,"Z",0,"R",43,"R",20,1
100937,9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",2,"R",1,1
100937,10,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",9,"Z",0,"Z",0,"R",11,"R",12,1
100937,14,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",12,"R",10,"Z",0,"Z",0,"R",13,"R",13,1
100937,15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,1
100937,17,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"R",3,"R",2,1
100937,18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"R",2,"R",2,1
100937,21,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",4,"Z",0,"Z",0,"R",6,"R",4,1
100937,22,"Z",0,"R",1,"R",1,"R",2,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",59,"R",34,"Z",0,"Z",0,"R",62,"R",37,1
100973,6,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",3,"R",1,1
100973,7,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",3,"R",1,1
100973,13,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,1
100973,14,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,1
100973,22,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",5,"R",1,1
101028,6,"Z",0,"Z",0,"R",2,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",7,"Z",0,"Z",0,"R",7,"R",11,1
