unitid,functcd,"xstaff01",staff01,"xstaff02",staff02,"xstaff03",staff03,"xstaff04",staff04,"xstaff05",staff05,"xstaff06",staff06,"xstaff07",staff07,"xstaff08",staff08,"xstaff09",staff09,"xstaff10",staff10,"xstaff11",staff11,"xstaff12",staff12,"xstaff13",staff13,"xstaff14",staff14,"xstaff15",staff15,"xstaff16",staff16,stat_s
144005,4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,1
144005,5,"R",0,"R",0,"R",4,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",5,"R",4,1
144005,6,"R",0,"R",0,"R",2,"R",2,"R",0,"R",0,"R",1,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",3,"R",4,1
144005,7,"R",0,"R",0,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,1
144005,8,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,1
144005,10,"R",0,"R",0,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",0,1
144005,11,"R",0,"R",0,"R",2,"R",5,"R",0,"R",0,"R",1,"R",0,"R",0,"R",3,"R",4,"R",3,"R",0,"R",0,"R",7,"R",11,1
144005,12,"R",0,"R",0,"R",14,"R",8,"R",0,"R",0,"R",1,"R",0,"R",0,"R",3,"R",2,"R",1,"R",0,"R",0,"R",17,"R",12,1
144005,13,"R",0,"R",0,"R",16,"R",13,"R",0,"R",0,"R",2,"R",0,"R",0,"R",6,"R",6,"R",4,"R",0,"R",0,"R",24,"R",23,1
144050,1,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",8,"R",2,"Z",0,"Z",0,"R",13,"R",2,1
144050,2,"R",13,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",3,"R",1,"Z",0,"R",17,"R",7,"Z",0,"Z",0,"R",35,"R",14,1
144050,3,"R",46,"R",17,"R",1,"R",3,"Z",0,"Z",0,"R",12,"R",5,"R",1,"Z",0,"R",40,"R",25,"Z",0,"Z",0,"R",100,"R",50,1
144050,4,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",8,"Z",0,"Z",0,"R",6,"R",10,1
144050,5,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"R",7,"Z",0,"Z",0,"R",2,"R",8,1
144050,6,"R",7,"R",6,"R",6,"R",14,"Z",0,"Z",0,"R",6,"R",4,"R",4,"R",3,"R",56,"R",73,"Z",0,"Z",0,"R",79,"R",100,1
144050,7,"R",1,"R",7,"R",2,"R",3,"Z",0,"Z",0,"R",6,"R",4,"R",1,"R",3,"R",20,"R",25,"Z",0,"Z",0,"R",30,"R",42,1
144050,8,"Z",0,"Z",0,"R",6,"R",20,"Z",0,"Z",0,"R",2,"R",4,"R",1,"R",5,"R",8,"R",60,"Z",0,"Z",0,"R",17,"R",89,1
144050,10,"Z",0,"Z",0,"R",4,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",7,"R",2,1
144050,11,"R",62,"R",21,"R",1,"R",3,"Z",0,"Z",0,"R",17,"R",8,"R",3,"Z",0,"R",65,"R",34,"Z",0,"Z",0,"R",148,"R",66,1
144050,12,"R",8,"R",13,"R",18,"R",42,"Z",0,"Z",0,"R",15,"R",12,"R",6,"R",11,"R",94,"R",173,"Z",0,"Z",0,"R",141,"R",251,1
144050,13,"R",70,"R",34,"R",19,"R",45,"Z",0,"Z",0,"R",32,"R",20,"R",9,"R",11,"R",159,"R",207,"Z",0,"Z",0,"R",289,"R",317,1
144157,2,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,1
144157,4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",1,"R",1,"R",1,1
144157,11,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,1
144157,12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",1,"R",1,"R",1,1
144157,13,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",1,"R",1,"R",3,1
144166,4,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,1
144166,7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,1
144166,12,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",2,1
144166,13,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",2,1
144175,2,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,1
144175,7,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,1
144175,11,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,1
144175,12,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,1
144175,13,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,1
144184,2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,1
144184,7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,1
144184,11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,1
144184,12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,1
144184,13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,1
144193,2,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,1
144193,7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",1,"R",1,1
144193,11,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,1
144193,12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",1,"R",1,1
144193,13,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",1,"R",2,1
144209,2,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",1,"R",1,1
144209,7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,1
144209,11,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",1,"R",1,1
144209,12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,1
144209,13,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",1,"R",2,1
144218,4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",1,"R",1,1
144218,12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",1,"R",1,1
144218,13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",1,"R",1,1
144281,2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",5,"Z",0,"Z",0,"R",7,"R",5,1
144281,3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",12,"Z",0,"Z",0,"R",6,"R",13,1
144281,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"Z",0,"Z",0,"R",4,"R",2,1
144281,6,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"R",6,"Z",0,"Z",0,"R",4,"R",9,1
144281,7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",2,"Z",0,"Z",0,"R",5,"R",2,1
144281,8,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"R",3,"R",3,1
144281,11,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",17,"Z",0,"Z",0,"R",13,"R",18,1
144281,12,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",14,"R",12,"Z",0,"Z",0,"R",16,"R",16,1
144281,13,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",27,"R",29,"Z",0,"Z",0,"R",29,"R",34,1
144351,2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"Z",0,"Z",0,"R",4,"R",1,1
144351,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,1
144351,6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",3,"R",7,"Z",0,"Z",0,"R",3,"R",9,1
144351,7,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",2,1
144351,8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,1
144351,10,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,1
144351,11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"Z",0,"Z",0,"R",4,"R",1,1
144351,12,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",6,"R",9,"Z",0,"Z",0,"R",8,"R",13,1
144351,13,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",10,"R",10,"Z",0,"Z",0,"R",12,"R",14,1
144467,3,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,2
144467,11,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,2
144467,13,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,2
144564,2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,1
144564,4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,1
144564,7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0,"R",0,"R",3,1
144564,11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,1
144564,12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",3,"R",0,"R",0,"R",2,"R",3,1
144564,13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",3,"R",0,"R",0,"R",3,"R",3,1
144740,1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",11,"Z",0,"Z",0,"R",12,"R",11,1
144740,2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",13,"Z",0,"Z",0,"R",12,"R",13,1
144740,3,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",31,"R",28,"R",1,"Z",0,"R",36,"R",32,1
144740,4,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",14,"R",15,"Z",0,"R",1,"R",16,"R",17,1
144740,6,"Z",0,"Z",0,"R",5,"R",8,"Z",0,"Z",0,"R",2,"Z",0,"R",3,"R",1,"R",18,"R",27,"R",2,"R",3,"R",30,"R",39,1
144740,7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",1,"R",2,1
144740,8,"Z",0,"Z",0,"R",1,"R",11,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",4,"R",7,"R",22,"Z",0,"Z",0,"R",9,"R",39,1
144740,9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,1
144740,10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,1
144740,11,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",55,"R",52,"R",1,"Z",0,"R",60,"R",56,1
144740,12,"Z",0,"Z",0,"R",7,"R",20,"Z",0,"Z",0,"R",3,"R",2,"R",4,"R",5,"R",47,"R",65,"R",2,"R",5,"R",63,"R",97,1
144740,13,"Z",0,"Z",0,"R",7,"R",22,"Z",0,"Z",0,"R",5,"R",4,"R",6,"R",5,"R",102,"R",117,"R",3,"R",5,"R",123,"R",153,1
144759,3,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",12,"R",7,"Z",0,"Z",0,"R",14,"R",9,1
144759,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"Z",0,"R",3,"R",5,"Z",0,"Z",0,"R",6,"R",7,1
144759,6,"Z",0,"Z",0,"R",4,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",3,"R",3,"Z",0,"Z",0,"R",7,"R",7,1
144759,8,"Z",0,"Z",0,"Z",0,"R",6,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"R",5,"Z",0,"R",2,"Z",0,"Z",0,"R",2,"R",13,1
144759,11,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",12,"R",7,"Z",0,"Z",0,"R",14,"R",9,1
144759,12,"Z",0,"Z",0,"R",6,"R",7,"R",1,"Z",0,"R",1,"R",2,"R",1,"R",8,"R",6,"R",10,"Z",0,"Z",0,"R",15,"R",27,1
144759,13,"Z",0,"Z",0,"R",7,"R",9,"R",1,"Z",0,"R",2,"R",2,"R",1,"R",8,"R",18,"R",17,"Z",0,"Z",0,"R",29,"R",36,1
144768,3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",4,"Z",0,"R",1,"Z",0,"R",8,"R",7,"Z",0,"Z",0,"R",13,"R",8,1
144768,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",3,"Z",0,"Z",0,"R",4,"R",3,1
144768,6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"R",1,"R",7,1
144768,8,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",2,"R",5,"Z",0,"Z",0,"R",2,"R",7,1
144768,10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,1
144768,11,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",4,"Z",0,"R",1,"Z",0,"R",8,"R",7,"Z",0,"Z",0,"R",13,"R",8,1
144768,12,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"R",7,"R",15,"Z",0,"Z",0,"R",8,"R",17,1
144768,13,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",5,"Z",0,"R",1,"R",1,"R",15,"R",22,"Z",0,"Z",0,"R",21,"R",25,1
144838,7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,1
144838,12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,1
144838,13,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,1
144865,1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,1
144865,2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",7,"R",0,"R",1,"R",0,"R",9,1
144865,3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",3,"R",0,"R",0,"R",1,"R",3,1
144865,4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",1,"R",0,"R",0,"R",3,"R",1,1
144865,5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0,"R",1,"R",2,1
144865,7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",3,"R",0,"R",0,"R",5,"R",3,1
144865,11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",1,"R",11,"R",0,"R",1,"R",1,"R",13,1
144865,12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9,"R",6,"R",0,"R",0,"R",9,"R",6,1
144865,13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",10,"R",17,"R",0,"R",1,"R",10,"R",19,1
144892,2,"R",0,"R",0,"R",3,"R",0,"R",1,"R",0,"R",0,"R",1,"R",1,"R",0,"R",7,"R",5,"R",6,"R",2,"R",18,"R",8,1
144892,3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",2,"R",3,"R",3,"R",8,"R",5,1
144892,4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0,"R",1,"R",3,"R",1,1
144892,6,"R",0,"R",0,"R",0,"R",2,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",8,"R",8,"R",4,"R",2,"R",13,"R",13,1
144892,7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7,"R",8,"R",0,"R",0,"R",7,"R",8,1
144892,8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",22,"R",0,"R",0,"R",1,"R",23,1
144892,9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",0,"R",0,"R",0,"R",6,"R",0,1
144892,10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8,"R",4,"R",0,"R",0,"R",8,"R",4,1
144892,11,"R",0,"R",0,"R",3,"R",0,"R",1,"R",0,"R",0,"R",1,"R",1,"R",0,"R",12,"R",7,"R",9,"R",5,"R",26,"R",13,1
144892,12,"R",0,"R",0,"R",0,"R",2,"R",1,"R",0,"R",0,"R",1,"R",0,"R",1,"R",33,"R",42,"R",4,"R",3,"R",38,"R",49,1
144892,13,"R",0,"R",0,"R",3,"R",2,"R",2,"R",0,"R",0,"R",2,"R",1,"R",1,"R",45,"R",49,"R",13,"R",8,"R",64,"R",62,1
144944,2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",1,"R",0,"R",0,"R",3,"R",1,1
144944,4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,1
144944,11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",1,"R",0,"R",0,"R",3,"R",1,1
144944,12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,1
144944,13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",1,"R",0,"R",0,"R",4,"R",1,1
144962,2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"R",3,"Z",0,"Z",0,"R",3,"R",3,1
144962,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,1
144962,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",1,"R",2,1
144962,6,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",4,"R",4,"Z",0,"Z",0,"R",5,"R",6,1
144962,8,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",1,"R",3,1
144962,11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"R",5,"Z",0,"Z",0,"R",3,"R",5,1
144962,12,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",1,"R",1,"R",4,"R",8,"Z",0,"Z",0,"R",7,"R",11,1
144962,13,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",1,"R",6,"R",13,"Z",0,"Z",0,"R",10,"R",16,1
144971,2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,1
144971,6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"R",2,"R",2,1
144971,8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,1
144971,11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,1
144971,12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",4,"Z",0,"Z",0,"R",2,"R",4,1
144971,13,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",6,"Z",0,"Z",0,"R",2,"R",6,1
145239,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",6,"Z",0,"Z",0,"R",2,"R",6,1
